Date,Open,High,Low,Close,Volume
1976-07-29,103.05,103.59,102.36,102.93,7405556
1976-07-30,102.93,103.88,102.47,103.44,8238889
1976-08-02,103.44,103.98,102.64,103.19,7705556
1976-08-03,103.19,104.49,102.79,104.14,10277778
1976-08-04,104.14,105.18,103.72,104.43,11472222
1976-08-05,104.43,104.76,103.48,103.85,8627778
1976-08-06,103.85,104.25,103.1,103.79,7738889
1976-08-09,103.79,104.02,103.01,103.49,6500000
1976-08-10,103.49,104.71,103.21,104.41,9272222
1976-08-11,104.41,105.24,103.73,104.06,10394444
1976-08-12,104.06,104.64,103.38,104.22,8644444
1976-08-13,104.22,104.79,103.61,104.25,7738889
1976-08-16,104.25,104.99,103.74,104.43,9005556
1976-08-17,104.43,105.25,103.98,104.8,10277778
1976-08-18,104.8,105.41,104.12,104.56,9527778
1976-08-19,104.56,104.74,103.01,103.39,9572222
1976-08-20,103.31,103.31,101.96,102.37,8288889
1976-08-23,102.37,102.49,101.04,101.96,8583333
1976-08-24,101.96,102.65,100.98,101.27,9300000
1976-08-25,101.27,102.41,100.43,102.03,9666667
1976-08-26,102.03,102.59,101.01,101.32,8483333
1976-08-27,101.32,101.9,100.55,101.48,6733333
1976-08-30,101.48,102.51,101.22,102.07,6188889
1976-08-31,102.07,103.38,101.94,102.91,8600000
1976-09-01,102.91,104.3,102.6,104.06,10355556
1976-09-02,104.06,104.84,103.47,103.92,10511111
1976-09-03,103.92,104.63,103.36,104.3,7377778
1976-09-07,104.3,105.31,103.93,105.03,9061111
1976-09-08,105.03,105.73,104.34,104.94,10972222
1976-09-09,104.94,105.12,103.91,104.4,9188889
1976-09-10,104.4,105.03,103.79,104.65,9405556
1976-09-13,104.65,105.29,103.88,104.29,8944444
1976-09-14,104.29,104.5,103.31,103.94,8638889
1976-09-15,103.94,104.7,103.28,104.25,9761111
1976-09-16,104.25,105.59,103.84,105.34,10900000
1976-09-17,105.34,106.81,105.14,106.27,15705556
1976-09-20,106.27,107.2,105.74,106.32,12072222
1976-09-21,106.32,108.13,106.09,107.83,16833333
1976-09-22,107.83,108.72,106.92,107.46,18316667
1976-09-23,107.46,107.96,106.4,106.92,13450000
1976-09-24,106.92,107.36,106.03,106.8,9666667
1976-09-27,106.8,107.7,106.35,107.27,9683333
1976-09-28,107.27,107.54,105.61,105.92,11355556
1976-09-29,105.92,106.45,104.83,105.37,10050000
1976-09-30,105.37,105.84,104.57,105.24,8166667
1976-10-01,105.24,105.75,103.6,104.17,11455556
1976-10-04,104.17,104.62,103.42,104.03,7016667
1976-10-05,104.03,104.25,102.51,103.23,10666667
1976-10-06,103.23,103.72,102.05,102.97,11594444
1976-10-07,102.97,103.9,102.16,103.54,11016667
1976-10-08,103.54,104,102.24,102.56,9300000
1976-10-11,102.48,102.48,100.98,101.64,8122222
1976-10-12,101.64,102.19,100.38,100.81,10116667
1976-10-13,100.81,102.44,100.54,102.12,12050000
1976-10-14,102.12,102.14,100.28,100.85,10338889
1976-10-15,100.85,101.5,100.02,100.88,9005556
1976-10-18,100.88,101.99,100.62,101.47,8727778
1976-10-19,101.47,102.04,100.42,101.45,9000000
1976-10-20,101.45,102.23,100.81,101.74,8811111
1976-10-21,101.74,102.32,100.49,100.77,9988889
1976-10-22,100.77,100.93,99.24,99.96,9927778
1976-10-25,99.96,100.6,99.21,100.07,7394444
1976-10-26,100.07,101.5,99.91,101.06,8605556
1976-10-27,101.06,102.12,100.61,101.76,8772222
1976-10-28,101.76,102.5,101.12,101.61,9400000
1976-10-29,101.61,103.1,101.15,102.9,9461111
1976-11-01,102.9,103.78,102.19,103.1,10216667
1976-11-03,102.49,102.49,100.73,101.92,10750000
1976-11-04,101.92,103.16,101.4,102.41,12055556
1976-11-05,102.41,102.7,100.48,100.82,11544444
1976-11-08,100.62,100.62,99.1,99.6,9177778
1976-11-09,99.6,100.21,98.38,99.32,10672222
1976-11-10,99.32,99.98,98.18,98.81,10494444
1976-11-11,98.81,99.89,98.35,99.64,7350000
1976-11-12,99.64,99.95,98.51,99.24,8638889
1976-11-15,99.24,100.16,98.53,99.9,9283333
1976-11-16,99.9,101.12,99.44,100.04,11677778
1976-11-17,100.04,101.32,99.64,100.61,11055556
1976-11-18,100.61,102.22,100.49,101.89,13333333
1976-11-19,101.89,102.77,101.17,101.92,13638889
1976-11-22,101.92,103.15,101.63,102.59,11627778
1976-11-23,102.59,102.9,101.5,101.96,10605556
1976-11-24,101.96,102.85,101.41,102.41,11344444
1976-11-26,102.41,103.51,102.13,103.15,8333333
1976-11-29,103.15,103.46,102.07,102.44,10416667
1976-11-30,102.44,102.72,101.46,102.1,9461111
1976-12-01,102.1,103.03,101.62,102.49,12200000
1976-12-02,102.49,103.3,101.7,102.12,12944444
1976-12-03,102.12,103.31,101.75,102.76,12577778
1976-12-06,102.76,104.15,102.53,103.56,13794444
1976-12-07,103.56,104.4,102.96,103.49,14522222
1976-12-08,103.49,104.4,102.94,104.08,13644444
1976-12-09,104.08,105.27,103.71,104.51,17666667
1976-12-10,104.51,105.36,103.9,104.7,14422222
1976-12-13,104.7,105.33,103.94,104.63,13794444
1976-12-14,104.63,105.44,103.8,105.07,13961111
1976-12-15,105.07,105.89,104.33,105.14,15722222
1976-12-16,105.14,105.53,104.07,104.8,13288889
1976-12-17,104.8,105.6,103.89,104.26,13261111
1976-12-20,104.26,104.63,103.21,103.65,11494444
1976-12-21,103.65,104.66,102.99,104.22,13550000
1976-12-22,104.22,105.59,104.03,104.71,14983333
1976-12-23,104.71,105.49,104.09,104.84,13644444
1976-12-27,104.84,106.31,104.58,106.06,11183333
1976-12-28,106.06,107.36,105.9,106.77,14327778
1976-12-29,106.77,107.17,105.83,106.34,12172222
1976-12-30,106.34,107.41,105.97,106.88,13166667
1976-12-31,106.88,107.82,106.55,107.46,10650000
1977-01-03,107.46,107.97,106.42,107,11822222
1977-01-04,107,107.31,105.4,105.7,12633333
1977-01-05,105.7,106.07,104.33,104.76,13894444
1977-01-06,104.76,105.86,104.4,105.02,13288889
1977-01-07,105.02,105.59,104.3,105.01,12066667
1977-01-10,105.01,105.75,104.46,105.2,11588889
1977-01-11,105.2,105.6,103.76,104.12,13388889
1977-01-12,104.12,104.18,102.75,103.4,12594444
1977-01-13,103.4,104.6,103.21,104.2,13766667
1977-01-14,104.2,104.71,103.37,104.01,13600000
1977-01-17,104.01,104.37,103.04,103.73,11700000
1977-01-18,103.73,104.29,102.71,103.32,13544444
1977-01-19,103.32,104.38,102.83,103.85,15066667
1977-01-20,103.85,104.45,102.5,102.97,14733333
1977-01-21,102.97,103.91,102.35,103.32,13294444
1977-01-24,103.32,104.06,102.5,103.25,12716667
1977-01-25,103.25,104.08,102.42,103.13,14633333
1977-01-26,103.13,103.48,101.84,102.34,15466667
1977-01-27,102.34,102.81,101.27,101.79,13533333
1977-01-28,101.79,102.61,101.08,101.93,12611111
1977-01-31,101.93,102.44,100.91,102.03,12733333
1977-02-01,102.03,103.06,101.57,102.54,13166667
1977-02-02,102.54,103.32,101.89,102.36,14277778
1977-02-03,102.36,102.57,101.28,101.85,13216667
1977-02-04,101.85,102.71,101.3,101.88,12850000
1977-02-07,101.88,102.43,101.25,101.89,11500000
1977-02-08,101.89,102.65,101.16,101.6,13355556
1977-02-09,101.6,101.88,100.12,100.73,13133333
1977-02-10,100.73,101.51,100.16,100.82,12411111
1977-02-11,100.82,101.18,99.74,100.22,11394444
1977-02-14,100.22,101.06,99.51,100.74,10683333
1977-02-15,100.74,101.67,100.35,101.04,12011111
1977-02-16,101.04,102.22,100.68,101.5,13016667
1977-02-17,101.5,101.76,100.43,100.92,10577778
1977-02-18,100.92,101.13,99.95,100.49,10022222
1977-02-22,100.49,101.22,99.94,100.49,9850000
1977-02-23,100.49,100.95,99.78,100.19,10133333
1977-02-24,100.19,100.42,99.18,99.6,10961111
1977-02-25,99.6,100.02,98.82,99.48,9783333
1977-02-28,99.48,100.06,98.91,99.82,9011111
1977-03-01,99.82,101.03,99.65,100.66,10822222
1977-03-02,100.66,101.24,99.97,100.39,10005556
1977-03-03,100.39,101.28,100.01,100.88,9755556
1977-03-04,100.88,101.67,100.52,101.2,10527778
1977-03-07,101.2,101.77,100.64,101.25,9672222
1977-03-08,101.25,101.85,100.48,100.87,10844444
1977-03-09,100.87,100.89,99.63,100.1,10933333
1977-03-10,100.1,100.96,99.49,100.67,10344444
1977-03-11,100.67,101.37,100.14,100.65,10127778
1977-03-14,100.65,101.75,100.24,101.42,10716667
1977-03-15,101.42,102.61,101.34,101.98,13300000
1977-03-16,101.98,102.7,101.52,102.17,12300000
1977-03-17,102.17,102.58,101.28,102.08,11500000
1977-03-18,102.08,102.61,101.39,101.86,11022222
1977-03-21,101.86,102.13,100.92,101.31,10022222
1977-03-22,101.31,101.58,100.35,101,10366667
1977-03-23,101,101.42,99.88,100.2,10755556
1977-03-24,100.2,100.6,99.26,99.7,10916667
1977-03-25,99.7,100.05,98.71,99.06,9194444
1977-03-28,99.06,99.54,98.35,99,9283333
1977-03-29,99,100.12,98.95,99.69,9461111
1977-03-30,99.69,99.99,98.18,98.54,10450000
1977-03-31,98.54,99.14,97.8,98.42,9172222
1977-04-01,98.42,99.57,98.38,99.21,9472222
1977-04-04,99.21,99.5,97.98,98.23,9027778
1977-04-05,98.23,98.6,97.43,98.01,10183333
1977-04-06,98.01,98.61,97.45,97.91,9222222
1977-04-07,97.91,98.65,97.48,98.35,9588889
1977-04-11,98.35,99.37,98.08,98.88,9805556
1977-04-12,98.97,100.58,98.97,100.15,13200000
1977-04-13,100.15,100.72,99.02,100.16,12111111
1977-04-14,100.42,102.07,100.42,101,16938889
1977-04-15,101,101.63,100.35,101.04,11238889
1977-04-18,101.04,101.36,100.09,100.54,9905556
1977-04-19,100.54,100.81,99.58,100.07,10838889
1977-04-20,100.07,100.98,99.49,100.4,13938889
1977-04-21,100.4,101.2,99.35,99.75,12633333
1977-04-22,99.67,99.67,98.08,98.44,11500000
1977-04-25,98.32,98.32,96.54,97.15,11355556
1977-04-26,97.15,97.94,96.53,97.11,11133333
1977-04-27,97.11,98.47,96.9,97.96,11438889
1977-04-28,97.96,98.77,97.47,98.2,10205556
1977-04-29,98.2,98.87,97.58,98.44,10183333
1977-05-02,98.44,99.26,97.97,98.93,9983333
1977-05-03,98.93,99.96,98.72,99.43,12194444
1977-05-04,99.43,100.56,98.9,99.96,12961111
1977-05-05,99.96,100.79,99.28,100.11,13027778
1977-05-06,100.11,100.2,98.95,99.49,10761111
1977-05-09,99.49,99.78,98.66,99.18,8461111
1977-05-10,99.18,100.09,98.82,99.47,11716667
1977-05-11,99.47,99.77,98.4,98.78,10544444
1977-05-12,98.78,99.25,97.91,98.73,12211111
1977-05-13,98.73,99.52,98.37,99.03,10988889
1977-05-16,99.03,99.98,98.79,99.47,11761111
1977-05-17,99.47,100.11,98.76,99.77,12383333
1977-05-18,99.77,100.93,99.58,100.3,15444444
1977-05-19,100.3,100.74,99.49,99.88,11822222
1977-05-20,99.88,100.12,98.91,99.45,10527778
1977-05-23,99.35,99.35,97.88,98.15,10161111
1977-05-24,98.15,98.25,97,97.67,11138889
1977-05-25,97.67,98.14,96.5,96.77,11505556
1977-05-26,96.77,97.47,96.2,97.01,10344444
1977-05-27,97.01,97.26,95.92,96.27,8738889
1977-05-31,96.27,96.75,95.52,96.12,9888889
1977-06-01,96.12,97.27,95.89,96.93,10177778
1977-06-02,96.93,97.53,96.23,96.74,10344444
1977-06-03,96.74,98.12,96.55,97.69,11294444
1977-06-06,97.69,98.26,96.89,97.23,10516667
1977-06-07,97.23,98.01,96.6,97.73,11727778
1977-06-08,97.73,98.75,97.49,98.2,12333333
1977-06-09,98.2,98.62,97.51,98.14,11077778
1977-06-10,98.14,98.86,97.68,98.46,11461111
1977-06-13,98.46,99.21,98.06,98.74,11250000
1977-06-14,98.76,100.12,98.76,99.86,14105556
1977-06-15,99.86,100.31,99.12,99.61,12577778
1977-06-16,99.61,100.33,98.91,99.85,13505556
1977-06-17,99.85,100.47,99.34,99.97,12200000
1977-06-20,99.97,100.76,99.56,100.42,12750000
1977-06-21,100.42,101.41,100.16,100.74,16516667
1977-06-22,100.74,101.07,99.9,100.46,13927778
1977-06-23,100.46,101.1,99.88,100.62,13516667
1977-06-24,100.62,101.65,100.41,101.19,15272222
1977-06-27,101.19,101.63,100.47,100.98,11038889
1977-06-28,100.98,101.36,99.87,100.14,12594444
1977-06-29,100.14,100.49,99.3,100.11,10555556
1977-06-30,100.11,100.88,99.68,100.48,10783333
1977-07-01,100.48,100.76,99.63,100.1,10088889
1977-07-05,100.1,100.72,99.62,100.09,9361111
1977-07-06,100.09,100.41,99.2,99.58,11794444
1977-07-07,99.58,100.3,99.12,99.93,12077778
1977-07-08,99.93,100.62,99.37,99.79,13233333
1977-07-11,99.79,100.16,98.9,99.55,10994444
1977-07-12,99.55,100.01,98.81,99.45,12483333
1977-07-13,99.45,99.99,98.83,99.59,12866667
1977-07-15,99.59,100.68,99.28,100.18,16177778
1977-07-18,100.18,101.4,99.94,100.95,16605556
1977-07-19,100.95,102.17,100.68,101.79,17738889
1977-07-20,101.79,102.57,101.14,101.73,16322222
1977-07-21,101.73,102.19,100.85,101.59,14933333
1977-07-22,101.59,102.28,101.02,101.67,12838889
1977-07-25,101.67,101.85,100.46,100.85,11350000
1977-07-26,100.85,100.92,99.72,100.27,11883333
1977-07-27,100.27,100.29,98.31,98.64,14688889
1977-07-28,98.64,99.36,97.78,98.79,14633333
1977-07-29,98.79,99.21,97.71,98.85,11305556
1977-08-01,98.85,99.84,98.46,99.12,9955556
1977-08-02,99.12,99.27,98.14,98.5,9950000
1977-08-03,98.5,98.86,97.53,98.37,12061111
1977-08-04,98.37,99.19,97.79,98.74,10483333
1977-08-05,98.74,99.44,98.31,98.76,11077778
1977-08-08,98.76,98.86,97.68,97.99,8816667
1977-08-09,97.99,98.63,97.48,98.05,11055556
1977-08-10,98.05,99.06,97.67,98.92,10155556
1977-08-11,98.92,99.45,97.9,98.16,12077778
1977-08-12,98.16,98.51,97.31,97.88,9372222
1977-08-15,97.88,98.56,97.14,98.18,8750000
1977-08-16,98.18,98.6,97.35,97.73,10744444
1977-08-17,97.73,98.4,97.12,97.74,11622222
1977-08-18,97.74,98.69,97.21,97.68,11688889
1977-08-19,97.68,98.29,96.78,97.51,11555556
1977-08-22,97.51,98.29,96.84,97.79,9927778
1977-08-23,97.79,98.52,97.18,97.62,11272222
1977-08-24,97.62,97.99,96.77,97.23,10094444
1977-08-25,97.18,97.18,95.81,96.15,10777778
1977-08-26,96.15,96.42,95.04,96.06,10266667
1977-08-29,96.06,97.25,95.93,96.92,8488889
1977-08-30,96.92,97.55,96.04,96.38,10122222
1977-08-31,96.38,97,95.59,96.77,10600000
1977-09-01,96.77,97.54,96.35,96.83,10455556
1977-09-02,96.83,97.76,96.51,97.45,8677778
1977-09-06,97.45,98.13,96.93,97.71,8961111
1977-09-07,97.71,98.38,97.33,98.01,10038889
1977-09-08,98.01,98.43,97.01,97.28,10161111
1977-09-09,97.1,97.1,95.97,96.37,10055556
1977-09-12,96.37,96.64,95.37,96.03,10388889
1977-09-13,96.03,96.56,95.48,96.09,8277778
1977-09-14,96.09,96.88,95.66,96.55,9627778
1977-09-15,96.55,97.31,96.15,96.8,10127778
1977-09-16,96.8,97.3,96.05,96.48,10188889
1977-09-19,96.48,96.59,95.46,95.85,9383333
1977-09-20,95.85,96.29,95.23,95.89,10572222
1977-09-21,95.89,96.52,94.83,95.1,12333333
1977-09-22,95.1,95.61,94.51,95.09,9255556
1977-09-23,95.09,95.69,94.6,95.04,10422222
1977-09-26,95.04,95.68,94.44,95.38,10127778
1977-09-27,95.38,96.01,94.76,95.24,10600000
1977-09-28,95.24,95.91,94.73,95.31,9977778
1977-09-29,95.31,96.28,95.09,95.85,11755556
1977-09-30,95.85,96.85,95.66,96.53,11761111
1977-10-03,96.53,97.11,95.86,96.74,10811111
1977-10-04,96.74,97.27,95.73,96.03,11583333
1977-10-05,96.03,96.36,95.2,95.68,10166667
1977-10-06,95.68,96.45,95.3,96.05,10272222
1977-10-07,96.05,96.51,95.48,95.97,9027778
1977-10-10,95.97,96.15,95.32,95.75,5877778
1977-10-11,95.75,95.97,94.73,94.93,9927778
1977-10-12,94.82,94.82,93.4,94.04,12466667
1977-10-13,94.04,94.32,92.89,93.46,13261111
1977-10-14,93.46,94.19,92.88,93.56,11338889
1977-10-17,93.56,94.03,92.87,93.47,9633333
1977-10-18,93.47,94.19,93.01,93.46,11183333
1977-10-19,93.46,93.71,92.07,92.38,12238889
1977-10-20,92.38,93.12,91.6,92.67,11400000
1977-10-21,92.67,92.99,91.8,92.32,11238889
1977-10-24,92.32,92.62,91.36,91.63,10672222
1977-10-25,91.63,91.71,90.2,91,13105556
1977-10-26,91,92.46,90.44,92.1,13811111
1977-10-27,92.1,93.15,91.54,92.34,12177778
1977-10-28,92.34,93.13,91.88,92.61,10027778
1977-10-31,92.61,93.03,91.85,92.34,9483333
1977-11-01,92.19,92.19,91,91.35,9538889
1977-11-02,91.35,91.59,90.29,90.71,11533333
1977-11-03,90.71,91.18,90.01,90.76,10050000
1977-11-04,90.76,91.97,90.72,91.58,12055556
1977-11-07,91.58,92.7,91.32,92.29,11816667
1977-11-08,92.29,92.97,91.82,92.46,10672222
1977-11-09,92.46,93.27,92.01,92.98,11850000
1977-11-10,92.98,95.1,92.69,94.71,17766667
1977-11-11,95.1,96.49,95.1,95.98,19588889
1977-11-14,95.98,96.38,94.91,95.32,12900000
1977-11-15,95.32,96.47,94.73,95.93,15411111
1977-11-16,95.93,96.47,95.06,95.45,13861111
1977-11-17,95.45,95.88,94.59,95.16,13950000
1977-11-18,95.16,95.88,94.7,95.33,13294444
1977-11-21,95.33,95.77,94.59,95.25,11172222
1977-11-22,95.25,96.52,95.05,96.09,15888889
1977-11-23,96.09,96.94,95.6,96.49,16194444
1977-11-25,96.49,97.11,95.86,96.69,9950000
1977-11-28,96.69,96.98,95.67,96.04,11983333
1977-11-29,96.04,96.09,94.28,94.55,12750000
1977-11-30,94.55,95.17,93.78,94.83,12594444
1977-12-01,94.83,95.45,94.23,94.69,13455556
1977-12-02,94.69,95.25,94.08,94.67,11755556
1977-12-05,94.67,95.01,93.91,94.27,10644444
1977-12-06,94.09,94.09,92.44,92.83,13205556
1977-12-07,92.83,93.39,92.15,92.78,11694444
1977-12-08,92.78,93.76,92.51,92.96,11333333
1977-12-09,92.96,94.11,92.77,93.65,10672222
1977-12-12,93.65,94.29,93.18,93.63,10100000
1977-12-13,93.63,94.04,92.9,93.56,10661111
1977-12-14,93.56,94.26,92.94,94.03,12283333
1977-12-15,94.03,94.42,93.23,93.55,12005556
1977-12-16,93.55,94.04,92.93,93.4,11261111
1977-12-19,93.4,93.71,92.42,92.69,11750000
1977-12-20,92.69,93,91.76,92.5,12916667
1977-12-21,92.5,93.58,92.2,93.05,13616667
1977-12-22,93.05,94.37,93.05,93.8,15611111
1977-12-23,93.8,94.99,93.75,94.69,11155556
1977-12-27,94.69,95.21,94.09,94.69,9305556
1977-12-28,94.69,95.2,93.99,94.75,10905556
1977-12-29,94.75,95.43,94.1,94.94,13116667
1977-12-30,94.94,95.67,94.44,95.1,13088889
1978-01-03,95.1,95.15,93.49,93.82,9844444
1978-01-04,93.82,94.1,92.57,93.52,13383333
1978-01-05,93.52,94.53,92.51,92.74,13094444
1978-01-06,92.66,92.66,91.05,91.62,14527778
1978-01-09,91.48,91.48,89.97,90.64,15550000
1978-01-10,90.64,91.29,89.72,90.17,13988889
1978-01-11,90.17,90.7,89.23,89.74,12711111
1978-01-12,89.74,90.6,89.25,89.82,12627778
1978-01-13,89.82,90.47,89.26,89.69,10005556
1978-01-16,89.69,90.11,88.88,89.43,10422222
1978-01-17,89.43,90.31,89.05,89.88,10755556
1978-01-18,89.88,90.86,89.59,90.56,11883333
1978-01-19,90.56,91.04,89.74,90.09,11944444
1978-01-20,90.09,90.27,89.41,89.89,4211111
1978-01-23,89.89,90.08,88.81,89.24,10766667
1978-01-24,89.24,89.8,88.67,89.25,10383333
1978-01-25,89.25,89.94,88.83,89.39,10383333
1978-01-26,89.39,89.79,88.31,88.58,10888889
1978-01-27,88.58,89.1,88.02,88.58,9777778
1978-01-30,88.58,89.67,88.26,89.34,9666667
1978-01-31,89.34,89.92,88.61,89.25,11038889
1978-02-01,89.25,90.24,88.82,89.93,12355556
1978-02-02,89.93,90.91,89.54,90.13,12805556
1978-02-03,90.13,90.32,89.19,89.62,10777778
1978-02-06,89.62,89.85,88.95,89.5,6461111
1978-02-07,89.5,90.53,89.38,90.33,8183333
1978-02-08,90.33,91.32,90.09,90.83,11833333
1978-02-09,90.83,90.96,89.84,90.3,9966667
1978-02-10,90.3,90.69,89.56,90.08,10822222
1978-02-13,90.08,90.3,89.38,89.86,9338889
1978-02-14,89.86,89.89,88.7,89.04,11372222
1978-02-15,89.04,89.4,88.3,88.83,11205556
1978-02-16,88.77,88.77,87.64,88.08,11983333
1978-02-17,88.08,88.7,87.55,87.96,10277778
1978-02-21,87.96,88.19,87.09,87.59,12161111
1978-02-22,87.59,88.15,87.19,87.56,10250000
1978-02-23,87.56,87.92,86.83,87.64,10400000
1978-02-24,87.66,88.87,87.66,88.49,12505556
1978-02-27,88.49,88.97,87.49,87.72,11105556
1978-02-28,87.72,87.76,86.58,87.04,10972222
1978-03-01,87.04,87.63,86.45,87.19,11672222
1978-03-02,87.19,87.81,86.69,87.32,11266667
1978-03-03,87.32,87.98,86.83,87.45,11177778
1978-03-06,87.45,87.52,86.48,86.9,9572222
1978-03-07,86.9,87.63,86.55,87.36,11055556
1978-03-08,87.36,88.08,86.97,87.84,12238889
1978-03-09,87.84,88.49,87.34,87.89,12122222
1978-03-10,87.89,89.25,87.82,88.88,15050000
1978-03-13,88.88,89.77,88.48,88.95,13372222
1978-03-14,88.95,89.62,88.21,89.35,13500000
1978-03-15,89.35,89.73,88.52,89.12,12966667
1978-03-16,89.12,89.77,88.58,89.51,14111111
1978-03-17,89.51,90.52,89.17,90.2,15816667
1978-03-20,90.2,91.35,90.1,90.82,15755556
1978-03-21,90.82,91.06,89.5,89.79,13561111
1978-03-22,89.79,90.07,88.99,89.47,12194444
1978-03-23,89.47,89.9,88.83,89.36,11827778
1978-03-27,89.36,89.5,88.51,88.87,10483333
1978-03-28,88.87,89.76,88.47,89.5,12000000
1978-03-29,89.5,90.17,89.14,89.64,14138889
1978-03-30,89.64,89.89,88.97,89.41,11366667
1978-03-31,89.41,89.64,88.68,89.21,11183333
1978-04-03,89.2,89.2,88.07,88.46,11238889
1978-04-04,88.46,89.18,88.16,88.86,11183333
1978-04-05,88.86,89.91,88.62,89.64,15144444
1978-04-06,89.64,90.46,89.31,89.79,15200000
1978-04-07,89.79,90.59,89.39,90.17,13977778
1978-04-10,90.17,90.88,89.73,90.49,14300000
1978-04-11,90.49,90.79,89.77,90.25,13500000
1978-04-12,90.25,90.78,89.65,90.11,14561111
1978-04-13,90.11,91.27,89.82,90.98,17544444
1978-04-14,91.4,93.31,91.4,92.92,29044444
1978-04-17,93.6,95.89,93.6,94.45,35283333
1978-04-18,94.45,94.72,92.87,93.43,21638889
1978-04-19,93.43,94.48,92.75,93.86,19477778
1978-04-20,93.97,95.71,93.97,94.54,24016667
1978-04-21,94.54,95.09,93.71,94.34,17522222
1978-04-24,94.34,96,94.08,95.77,19172222
1978-04-25,96.05,97.91,96.05,96.64,31000000
1978-04-26,96.64,97.75,95.96,96.82,24683333
1978-04-27,96.82,96.93,95.3,95.86,19705556
1978-04-28,95.86,97.1,95.24,96.83,18250000
1978-05-01,96.83,98.3,96.41,97.67,20566667
1978-05-02,97.67,98.11,96.44,97.25,23000000
1978-05-03,97.25,97.61,95.84,96.26,20866667
1978-05-04,96.26,96.43,94.57,95.93,20844444
1978-05-05,95.93,97.44,95.56,96.53,23711111
1978-05-08,96.53,97.5,95.82,96.19,19266667
1978-05-09,96.19,96.68,95.33,95.9,17144444
1978-05-10,95.9,96.69,95.35,95.92,18516667
1978-05-11,95.92,97.47,95.6,97.2,20350000
1978-05-12,97.2,98.89,97.14,98.07,25888889
1978-05-15,98.07,99.11,97.4,98.76,18827778
1978-05-16,98.76,100.16,98.61,99.35,26761111
1978-05-17,99.35,100.32,98.63,99.6,25272222
1978-05-18,99.6,100.04,98.19,98.62,23483333
1978-05-19,98.62,99.06,97.42,98.12,19088889
1978-05-22,98.12,99.43,97.65,99.09,15933333
1978-05-23,99.09,99.17,97.53,98.05,18461111
1978-05-24,97.74,97.74,96.27,97.08,17472222
1978-05-25,97.08,97.8,96.3,96.8,15783333
1978-05-26,96.8,97.14,96.01,96.58,11894444
1978-05-30,96.58,97.23,95.95,96.86,11688889
1978-05-31,96.86,97.97,96.5,97.24,16150000
1978-06-01,97.24,97.95,96.63,97.35,15972222
1978-06-02,97.35,98.52,97.01,98.14,17700000
1978-06-05,98.14,100.27,97.97,99.95,21988889
1978-06-06,99.95,101.84,99.9,100.32,28872222
1978-06-07,100.32,100.81,99.36,100.12,18366667
1978-06-08,100.12,101.21,99.55,100.21,21877778
1978-06-09,100.21,100.71,99.3,99.93,18038889
1978-06-12,99.93,100.6,99.16,99.55,13577778
1978-06-13,99.55,99.98,98.43,99.57,17088889
1978-06-14,99.57,100.68,98.89,99.48,20716667
1978-06-15,99.48,99.54,97.97,98.34,16266667
1978-06-16,98.34,98.59,97.1,97.42,15383333
1978-06-19,97.42,97.94,96.53,97.49,14166667
1978-06-20,97.49,97.78,96.15,96.51,15511111
1978-06-21,96.51,96.74,95.42,96.01,16166667
1978-06-22,96.01,96.76,95.52,96.24,15088889
1978-06-23,96.24,96.98,95.49,95.85,15850000
1978-06-26,95.85,96.06,94.31,94.6,16250000
1978-06-27,94.6,95.48,93.99,94.98,16266667
1978-06-28,94.98,95.79,94.44,95.4,12922222
1978-06-29,95.4,96.26,95,95.57,12033333
1978-06-30,95.57,95.96,94.87,95.53,10055556
1978-07-03,95.53,95.65,94.62,95.09,6422222
1978-07-05,95.09,95.2,93.78,94.27,13183333
1978-07-06,94.27,94.83,93.59,94.32,13883333
1978-07-07,94.32,95.32,94.02,94.89,13044444
1978-07-10,94.89,95.67,94.28,95.27,12483333
1978-07-11,95.27,96.49,94.92,95.93,15261111
1978-07-12,95.93,96.83,95.5,96.24,14800000
1978-07-13,96.24,96.66,95.42,96.25,13122222
1978-07-14,96.25,97.88,95.89,97.58,15761111
1978-07-17,97.58,98.84,97.24,97.78,16211111
1978-07-18,97.78,97.98,96.52,96.87,12700000
1978-07-19,96.87,98.41,96.71,98.12,17138889
1978-07-20,98.12,99.18,97.49,98.03,18527778
1978-07-21,98.03,98.57,97.02,97.75,14477778
1978-07-24,97.75,98.13,96.72,97.72,12933333
1978-07-25,97.72,98.73,97.2,98.44,14111111
1978-07-26,99.08,99.08,99.08,99.08,20461111
1978-07-27,99.08,100.17,98.6,99.54,18872222
1978-07-28,99.54,100.51,98.9,100,18550000
1978-07-31,100,101.18,99.37,100.68,18883333
1978-08-01,100.68,101.46,99.95,100.66,19338889
1978-08-02,100.66,103.21,100.18,102.92,26372222
1978-08-03,102.92,105.41,102.82,103.51,36872222
1978-08-04,103.51,104.67,102.75,103.92,21061111
1978-08-07,103.92,104.84,103.03,103.55,18527778
1978-08-08,103.55,104.35,102.6,104.01,19050000
1978-08-09,104.01,105.72,103.7,104.5,27111111
1978-08-10,104.5,105.11,103.1,103.66,22088889
1978-08-11,103.66,104.67,102.85,103.96,18638889
1978-08-14,103.96,104.98,103.4,103.97,17955556
1978-08-15,103.97,104.38,102.86,103.85,16533333
1978-08-16,103.85,105.15,103.41,104.65,20066667
1978-08-17,104.65,106.27,104.34,105.08,25150000
